full_name,H,diameter,albedo,epoch,e,a,q,i,ad,moid,condition_code,rms
    33 Polyhymnia (A854 UB),8.48,52.929,0.24,2461000.5,0.3332669199362642,2.874150506772792,1.916291219947371,1.852031937130418,3.832009793598214,0.908422,0.0,0.39995
    34 Circe (A855 GA),8.77,132.992,0.023,2461000.5,0.1067839997222784,2.687939082080174,2.400910195885823,5.495879500166094,2.974967968274524,1.41183,0.0,0.29176
    35 Leukothea (A855 HA),8.68,103.055,0.066,2461000.5,0.2172633083137125,3.005698669829507,2.352670633028223,7.866069069371177,3.65872670663079,1.35254,0.0,0.35442
    36 Atalante (A855 TA),8.57,132.842,0.029,2461000.5,0.3063057253215331,2.744661083190921,1.903955679342341,18.37428467938386,3.585366487039501,0.953836,0.0,0.34266
    37 Fides (A855 TB),7.34,108.35,0.1826,2461000.5,0.1747141912323353,2.643038375159639,2.181262063047597,3.067627078322873,3.104814687271681,1.19701,0.0,0.45269
    38 Leda (A856 AA),8.49,92.255,0.055,2461000.5,0.1509282371516316,2.742576315840862,2.328644107237184,6.951653968605399,3.15650852444454,1.3454,0.0,0.35974
    39 Laetitia (A856 CA),5.97,179.484,0.269,2461000.5,0.1130635967391326,2.770985905888279,2.457688272855106,10.37524429233303,3.084283538921451,1.45967,0.0,0.24975
    40 Harmonia (A856 FA),6.55,111.251,0.22,2461000.5,0.0462893736672778,2.267850123869464,2.162872762064288,4.255751120536998,2.37282748567464,1.16351,0.0,0.32402
    41 Daphne (A856 KA),7.58,205.495,0.059,2461000.5,0.2704419910030942,2.768657970630779,2.019896596646805,15.72829307563163,3.517419344614753,1.04521,0.0,0.30029
    42 Isis (A856 KB),7.7,110.997,0.139,2461000.5,0.2219265527462281,2.443792160841234,1.901449790957483,8.510020395102432,2.986134530724984,0.902678,0.0,0.341
